job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,501 to 1000 employees,2008,Company - Public,$50 to $100 million (USD),unknown,0,120500,,120500,False
Manager of Data Science,$40K-$87K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007,Company - Private,$10 to $25 million (USD),unknown,0,63500,,63500,False
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Owensboro,KY,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),unknown,0,103500,,103500,False
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K (Glassdoor est.),Computer Hardware & Software,Information Technology,Fremont,CA,5001 to 10000 employees,1981,Company - Public,$1 to $2 billion (USD),unknown,0,107000,,107000,False
Data Engineer,$74K-$137K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Springfield,VA,5001 to 10000 employees,-1,Company - Public,$2 to $5 billion (USD),unknown,0,105500,,105500,False
Data Engineer,$57K-$109K (Glassdoor est.),Insurance Carriers,Insurance,San Diego,CA,501 to 1000 employees,1972,Company - Private,$500 million to $1 billion (USD),unknown,0,83000,,83000,False
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,1001 to 5000 employees,2007,Company - Private,Unknown / Non-Applicable,lead,4,162000,,162000,False
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),Computer Hardware & Software,Information Technology,Redlands,CA,1001 to 5000 employees,1969,Company - Private,$1 to $2 billion (USD),unknown,0,68500,,68500,False
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),Insurance Carriers,Insurance,Westlake,OH,10000+ employees,1978,Company - Public,$5 to $10 billion (USD),unknown,0,110500,,110500,False
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),Insurance Carriers,Insurance,Des Moines,IA,201 to 500 employees,-1,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,115500,,115500,False
Associate Research Scientist I (Protein Expression and Production),$59K-$116K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Alameda,CA,501 to 1000 employees,1994,Company - Public,Unknown / Non-Applicable,unknown,0,87500,,87500,False
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),senior,3,80500,,80500,False
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),Lending,Finance,Cedar Rapids,IA,501 to 1000 employees,1992,Company - Private,$100 to $500 million (USD),unknown,0,43000,,43000,False
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2003,Company - Public,Unknown / Non-Applicable,unknown,0,140000,,140000,False
"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1849,Company - Public,$10+ billion (USD),unknown,0,172000,,172000,False
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,senior,3,120000,,120000,False
Data Analyst Senior,$48K-$85K (Glassdoor est.),Insurance Carriers,Insurance,Philadelphia,PA,5001 to 10000 employees,1983,Company - Private,$5 to $10 billion (USD),senior,3,66500,,66500,False
Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Alameda,CA,501 to 1000 employees,1994,Company - Public,Unknown / Non-Applicable,senior,3,100000,,100000,False
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2006,Company - Private,$1 to $5 million (USD),lead,4,94500,,94500,False
Data Science Manager,$171K-$272K (Glassdoor est.),Health Care Services & Hospitals,Health Care,San Francisco,CA,501 to 1000 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,221500,,221500,False
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Seattle,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),senior,3,119000,,119000,False
Data Engineer,$65K-$126K (Glassdoor est.),Consulting,Business Services,Chicago,IL,201 to 500 employees,1995,Company - Private,$50 to $100 million (USD),unknown,0,95500,,95500,False
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,194500,,194500,False
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Omaha,NE,10000+ employees,1996,Nonprofit Organization,$10+ billion (USD),unknown,0,25000,,25000,False
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),Financial Transaction Processing,Finance,Nashville,TN,5001 to 10000 employees,2000,Company - Public,$2 to $5 billion (USD),senior,3,13500,,13500,False
Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),Brokerage Services,Finance,Jersey City,NJ,1001 to 5000 employees,1973,Company - Private,$1 to $2 billion (USD),senior,3,173000,,173000,False
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),Colleges & Universities,Education,Austin,TX,501 to 1000 employees,-1,College / University,Unknown / Non-Applicable,unknown,0,105500,,105500,False
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),Research & Development,Business Services,San Antonio,TX,1001 to 5000 employees,1947,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,71500,,71500,False
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,74000,,74000,False
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Huntsville,AL,10000+ employees,1922,Company - Public,$10+ billion (USD),unknown,0,62500,,62500,False
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),Research & Development,Business Services,Durham,NC,1001 to 5000 employees,1958,Nonprofit Organization,$500 million to $1 billion (USD),senior,3,65500,,65500,False
Data Scientist,$61K-$109K (Glassdoor est.),Sporting Goods Stores,Retail,Coraopolis,PA,10000+ employees,1948,Company - Public,$5 to $10 billion (USD),unknown,0,85000,,85000,False
Principal Data Scientist,$113K-$182K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Gaithersburg,MD,10000+ employees,1913,Company - Public,$10+ billion (USD),principal,5,147500,,147500,False
Director Data Science,$124K-$199K (Glassdoor est.),Advertising & Marketing,Business Services,Fort Lee,NJ,1001 to 5000 employees,1989,Company - Private,Unknown / Non-Applicable,unknown,0,161500,,161500,False
Data Engineer,$58K-$104K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Roanoke,VA,10000+ employees,1899,Nonprofit Organization,$1 to $2 billion (USD),unknown,0,81000,,81000,False
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Blue Bell,PA,1001 to 5000 employees,2003,Other Organization,$100 to $500 million (USD),unknown,0,72500,,72500,False
Senior Data Engineer,$97K-$181K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2008,Company - Public,$10 to $25 million (USD),senior,3,139000,,139000,False
Senior Data Engineer,$100K-$173K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007,Company - Private,$10 to $25 million (USD),senior,3,136500,,136500,False
Sr. Data Analyst,$58K-$108K (Glassdoor est.),Internet,Information Technology,New York,NY,201 to 500 employees,2008,Company - Private,Unknown / Non-Applicable,unknown,0,83000,,83000,False
Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),Research & Development,Business Services,Cambridge,MA,51 to 200 employees,1991,Subsidiary or Business Segment,$5 to $10 million (USD),senior,3,121000,,121000,False
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,74500,,74500,False
Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),Beauty & Personal Accessories Stores,Retail,San Francisco,CA,501 to 1000 employees,2002,Company - Private,Unknown / Non-Applicable,unknown,0,85500,,85500,False
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,80500,,80500,False
Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),Research & Development,Business Services,Cambridge,MA,51 to 200 employees,1991,Subsidiary or Business Segment,$5 to $10 million (USD),principal,5,167500,,167500,False
"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,107500,,107500,False
Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),Social Assistance,Non-Profit,Seattle,WA,501 to 1000 employees,1979,Nonprofit Organization,$25 to $50 million (USD),unknown,0,44500,,44500,False
"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Glen Burnie,MD,1001 to 5000 employees,1889,Company - Private,$500 million to $1 billion (USD),senior,3,107500,,107500,False
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,principal,5,132500,,132500,False
Sr. Data Analyst,$50K-$89K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Philadelphia,PA,201 to 500 employees,1994,Company - Private,$500 million to $1 billion (USD),unknown,0,69500,,69500,False
"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),Computer Hardware & Software,Information Technology,Milpitas,CA,10000+ employees,1970,Company - Public,$10+ billion (USD),senior,3,98500,,98500,False
Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,80500,,80500,False
"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Watertown,MA,51 to 200 employees,2008,Company - Private,$10 to $25 million (USD),unknown,0,37000,,37000,False
Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Cambridge,MD,10000+ employees,1922,Company - Public,$10+ billion (USD),unknown,0,99000,,99000,False
"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,501 to 1000 employees,2008,Company - Public,$50 to $100 million (USD),unknown,0,96500,,96500,False
"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,53000,,53000,False
Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Los Angeles,CA,1 to 50 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,103000,,103000,False
Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),Financial Transaction Processing,Finance,Palo Alto,CA,501 to 1000 employees,2006,Company - Public,$50 to $100 million (USD),senior,3,139500,,139500,False
Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),unknown,0,67000,,67000,False
Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),IT Services,Information Technology,Hartford,CT,10000+ employees,1981,Company - Public,$10+ billion (USD),unknown,0,62500,,62500,False
Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Gaithersburg,MD,10000+ employees,1913,Company - Public,$10+ billion (USD),unknown,0,92000,,92000,False
Data Analyst,$47K-$85K (Glassdoor est.),Health Care Services & Hospitals,Health Care,New York,NY,1 to 50 employees,1980,Company - Private,$10 to $25 million (USD),unknown,0,66000,,66000,False
Data Engineer,$65K-$124K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Orange,CA,501 to 1000 employees,2013,Company - Private,Unknown / Non-Applicable,unknown,0,94500,,94500,False
Data Scientist,$87K-$141K (Glassdoor est.),Advertising & Marketing,Business Services,Fort Lee,NJ,1001 to 5000 employees,1989,Company - Private,Unknown / Non-Applicable,unknown,0,114000,,114000,False
Data Scientist,$56K-$95K (Glassdoor est.),Education Training Services,Education,New York,NY,51 to 200 employees,2012,Company - Private,Unknown / Non-Applicable,unknown,0,75500,,75500,False
Data Scientist,$71K-$121K (Glassdoor est.),K-12 Education,Education,Maryland Heights,MO,1 to 50 employees,-1,School / School District,$5 to $10 million (USD),unknown,0,96000,,96000,False
Machine Learning Engineer,$62K-$112K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Fort Belvoir,VA,501 to 1000 employees,1954,Company - Public,$100 to $500 million (USD),unknown,0,87000,,87000,False
Data Scientist,$64K-$108K (Glassdoor est.),IT Services,Information Technology,Silver Spring,MD,201 to 500 employees,2006,Company - Private,$25 to $50 million (USD),unknown,0,86000,,86000,False
Senior Data Scientist,$89K-$144K (Glassdoor est.),Internet,Information Technology,Palo Alto,CA,1 to 50 employees,2012,Company - Private,Unknown / Non-Applicable,senior,3,116500,,116500,False
Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marlborough,MA,1001 to 5000 employees,2010,Company - Private,$1 to $2 billion (USD),senior,3,154500,,154500,False
Marketing Data Analyst,$35K-$62K (Glassdoor est.),Gambling,"Arts, Entertainment & Recreation",Highland,CA,1001 to 5000 employees,1986,Company - Private,$100 to $500 million (USD),unknown,0,48500,,48500,False
Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),Stock Exchanges,Finance,Lenexa,KS,501 to 1000 employees,1973,Company - Public,$500 million to $1 billion (USD),unknown,0,87000,,87000,False
Data Engineer,$55K-$105K (Glassdoor est.),IT Services,Information Technology,Houston,TX,501 to 1000 employees,2002,Company - Private,$1 to $2 billion (USD),unknown,0,80000,,80000,False
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Burleson,TX,1001 to 5000 employees,1977,Hospital,$50 to $100 million (USD),unknown,0,21500,,21500,False
Principal Data Scientist,$135K-$211K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,San Jose,CA,10000+ employees,1939,Company - Public,$10+ billion (USD),principal,5,173000,,173000,False
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Hoopeston,IL,501 to 1000 employees,-1,Company - Private,$100 to $500 million (USD),unknown,0,52500,,52500,False
Data Engineer,$57K-$80K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Phoenix,AZ,501 to 1000 employees,1997,Company - Private,Unknown / Non-Applicable,unknown,0,68500,,68500,False
